1992.8,1050.3,1366.4,1454.1,1764.3,7.3667,467.05,0.7675,0.674,424.05,67.858
1993,1050.2,1367.6,1454.3,1764.5,7.1333,466.26,0.74,0.567,423.26,66.053
1993.2,1050.5,1368.3,1454.6,1765.2,7.0667,467.05,0.74167,0.606,422.68,65.55
1993.5,1050.6,1368.4,1455.3,1765.2,6.8,466.36,0.75082,0.601,422.88,64.627
1993.8,1051.6,1371.9,1455.6,1765.7,6.6333,466.23,0.765,0.52,423.4,65.595
1994,1052.3,1374.6,1456.3,1765.7,6.5667,464.93,0.81083,0.483,423.76,64.675
1994.2,1053.4,1377.7,1456.6,1766.7,6.2,465.22,0.99667,0.497,423.76,64.468
1994.5,1053.7,1376.7,1457.3,1767.2,6,465.13,1.1192,0.54,423.22,64.347
1994.8,1054.5,1380.3,1457.7,1767.6,5.6333,464.32,1.32,0.549,424.39,65.13
1995,1054.6,1379.6,1458,1767.1,5.4667,464.48,1.4342,0.572,424.4,65.385
1995.2,1054.6,1377.7,1458.8,1765.9,5.6667,464.35,1.3992,0.439,424.89,66.418
1995.5,1055.2,1377.8,1459.1,1766.7,5.6667,464.59,1.3417,0.474,424.87,66.57
1995.8,1055.6,1379.4,1459.5,1766.3,5.5667,464.53,1.315,0.492,425.5,66.835
1996,1056,1380.2,1460.1,1766.1,5.5333,464.8,1.2325,0.54,426.03,68.403
1996.2,1057.4,1383.2,1461.2,1766.8,5.5,464.28,1.255,0.379,427.06,67.713
1996.5,1058,1385.3,1461.6,1767.4,5.2667,464.32,1.2742,0.282,427.44,67.708
1996.8,1058.7,1385.3,1462.2,1767.5,5.3333,464.29,1.2442,0.507,427.57,68.175
1997,1059.2,1386.9,1462.6,1768.3,5.2333,464.95,1.265,0.619,427.5,67.695
1997.2,1060.4,1388.9,1463.2,1768.1,5,464.13,1.2617,0.27,428.8,68.365
1997.5,1061.4,1391,1464.1,1768.4,4.8667,464.02,1.2617,0.356,429.65,69.562
1997.8,1061.8,1391.8,1464.9,1768.3,4.6667,465.15,1.2725,0.332,430.06,69.33
1998,1062.6,1394.3,1465.6,1768.3,4.6333,466.24,1.2633,0.163,430.61,69.745
1998.2,1063.3,1394.3,1466.9,1768.2,4.4,466.83,1.2442,0.209,431.24,70.99
1998.5,1064.2,1396,1467.7,1768.2,4.5333,466.78,1.2058,0.373,432.63,72.082
1998.8,1065.6,1398.8,1468.3,1769.1,4.4333,466.54,1.0633,0.312,433.46,71.735
1999,1066.1,1400.4,1469,1768.6,4.3,466.92,1.1017,0.499,434.54,73.11
1999.2,1066.7,1400.6,1469.9,1768.7,4.2667,466.7,1.1133,0.335,434.85,72.88
1999.5,1067.6,1402.6,1471,1768.6,4.2333,466.39,1.1625,0.361,435.72,73.065
1999.8,1069,1403.6,1472.4,1768.9,4.0667,466.42,1.2608,0.457,437.33,74.595
2000,1069,1404.4,1473.5,1770.1,4.0333,469.75,1.38,0.762,436.84,74.508
2000.2,1070.7,1407.4,1474.4,1769.9,3.9333,467.51,1.4283,0.565,438.81,75.442
2000.5,1070.5,1405.9,1475.3,1769.5,4,468.87,1.5042,0.646,438.76,75.58
2000.8,1070.8,1405.5,1476.2,1769.3,3.9,468.02,1.5042,0.535,439.76,76.67
2001,1070.3,1401.7,1476.4,1768.8,4.2333,470.26,1.2042,0.626,439.36,76.845
2001.2,1070.6,1400.6,1476.3,1767.4,4.4,468.34,0.915,0.704,441.04,77.788
2001.5,1070,1399.2,1476.2,1766.9,4.8333,467.89,0.7925,0.327,441.56,78.028
2001.8,1070,1397.8,1476.4,1765.8,5.5,467.29,0.47668,0.302,442.82,79.125
2002,1070.7,1398.8,1476.6,1765.8,5.7,465.73,0.43,0.32,445.06,80.522
2002.2,1071.1,1399.2,1477.5,1766.1,5.8333,466,0.42833,0.372,445.11,80.115
2002.5,1071.3,1399.4,1477.7,1766.3,5.7333,465.43,0.41082,0.445,445.88,80.562
2002.8,1071.1,1398.1,1478.5,1765.3,5.8667,465.48,0.33332,0.54,445.72,80.365
2003,1071.4,1398,1479.2,1765.4,5.8667,464.7,0.28918,0.615,446.74,80.57
2003.2,1072.1,1398.7,1479.4,1765.5,6.1333,464.96,0.26,0.32,448.06,81.912
2003.5,1073.5,1401.6,1480.4,1765,6.1333,463.94,0.2325,0.553,450.22,83.032
2003.8,1074.5,1403.7,1481,1765.5,5.8333,464.2,0.22917,0.473,451.2,82.57
2004,1074.8,1404.1,1481.8,1765.6,5.7,463.32,0.22917,0.869,451.17,82.565
2004.2,1075.4,1406.1,1482.1,1765.4,5.6,463.66,0.26917,0.867,452.11,83.457
2004.5,1076,1407.4,1482.9,1765.4,5.4333,464.36,0.37167,0.614,452.47,84.175
2004.8,1076.6,1409.1,1483.7,1765.5,5.4333,463.61,0.50167,0.699,452.79,84.76
2005,1077.5,1410.7,1483.9,1765.3,5.3,462.37,0.63418,0.922,453.88,85.06
2005.2,1077.8,1410.3,1484.7,1766.1,5.1,462.25,0.71583,0.724,453.78,85.13
2005.5,1078.4,1410.9,1485.4,1766.2,4.9667,461.71,0.84,0.931,454.52,85.368
2005.8,1078.7,1411.9,1486.3,1766.3,4.9667,461.53,0.95668,0.756,454.56,84.903
2006,1079.7,1413.6,1486.4,1766.7,4.7333,462.38,1.0983,0.783,455.15,85.647
2006.2,1079.7,1412.2,1487,1767,4.6333,461.65,1.1758,0.801,455.07,84.805
2006.5,1079.6,1411.3,1487.5,1767.2,4.6333,461.68,1.2267,0.695,454.64,84.13
2006.8,1080.1,1410,1487.7,1767.7,4.4333,462.64,1.2258,0.349,455.37,84.52
2007,1079.9,1408.4,1488,1767.3,4.5,464.05,1.2458,1.117,455.46,84.112
2007.2,1080.5,1408.9,1488.2,1767.2,4.5,462.81,1.1842,0.557,456.07,83.625
2007.5,1080.9,1408.2,1488.8,1767,4.6667,461.84,1.0758,0.346,457.26,83.815
2007.8,1081,1406.4,1489.4,1766.3,4.8,462.21,0.8475,0.435,457.69,84.21
